Province,Municipality,Barangay,2020 Population,brgy_code
National Capital Region,"SANTA CRUZ, Manila",Barangay 374,3.277,PH133905077
National Capital Region,"SANTA CRUZ, Manila",Barangay 375,3.909,PH133905078
National Capital Region,"SANTA CRUZ, Manila",Barangay 376,0.93,PH133905079
National Capital Region,"SANTA CRUZ, Manila",Barangay 377,0.578,PH133905080
National Capital Region,"SANTA CRUZ, Manila",Barangay 378,0.602,PH133905081
National Capital Region,"SANTA CRUZ, Manila",Barangay 379,0.654,PH133905082
National Capital Region,"SANTA CRUZ, Manila",Barangay 380,0.921,PH133905083
National Capital Region,"SANTA CRUZ, Manila",Barangay 381,1.591,PH133905084
National Capital Region,"SANTA CRUZ, Manila",Barangay 382,0.896,PH133905085
National Capital Region,"SAMPALOC, Manila",Barangay 395,1.222,PH133906001
National Capital Region,"SAMPALOC, Manila",Barangay 396,1.666,PH133906002
National Capital Region,"SAMPALOC, Manila",Barangay 397,4.175,PH133906003
National Capital Region,"SAMPALOC, Manila",Barangay 398,3.068,PH133906004
National Capital Region,"SAMPALOC, Manila",Barangay 399,1.068,PH133906005
National Capital Region,"SAMPALOC, Manila",Barangay 400,1.504,PH133906006
National Capital Region,"SAMPALOC, Manila",Barangay 401,2.333,PH133906007
National Capital Region,"SAMPALOC, Manila",Barangay 402,2.758,PH133906008
National Capital Region,"SAMPALOC, Manila",Barangay 403,0.63,PH133906009
National Capital Region,"SAMPALOC, Manila",Barangay 404,0.723,PH133906010
National Capital Region,"SAMPALOC, Manila",Barangay 405,0.999,PH133906011
National Capital Region,"SAMPALOC, Manila",Barangay 406,0.449,PH133906012
National Capital Region,"SAMPALOC, Manila",Barangay 407,1.571,PH133906013
National Capital Region,"SAMPALOC, Manila",Barangay 408,1.768,PH133906014
National Capital Region,"SAMPALOC, Manila",Barangay 409,1.921,PH133906015
National Capital Region,"SAMPALOC, Manila",Barangay 410,2.424,PH133906016
National Capital Region,"SAMPALOC, Manila",Barangay 411,1.903,PH133906017
National Capital Region,"SAMPALOC, Manila",Barangay 412,1.89,PH133906018
National Capital Region,"SAMPALOC, Manila",Barangay 413,1.702,PH133906019
National Capital Region,"SAMPALOC, Manila",Barangay 414,1.716,PH133906020
National Capital Region,"SAMPALOC, Manila",Barangay 415,0.884,PH133906021
National Capital Region,"SAMPALOC, Manila",Barangay 416,0.821,PH133906022
National Capital Region,"SAMPALOC, Manila",Barangay 417,2.011,PH133906023
National Capital Region,"SAMPALOC, Manila",Barangay 418,2.835,PH133906024
National Capital Region,"SAMPALOC, Manila",Barangay 419,1.696,PH133906025
National Capital Region,"SAMPALOC, Manila",Barangay 420,3.134,PH133906026
National Capital Region,"SAMPALOC, Manila",Barangay 421,1.474,PH133906027
National Capital Region,"SAMPALOC, Manila",Barangay 422,2.304,PH133906028
National Capital Region,"SAMPALOC, Manila",Barangay 423,1.307,PH133906029
National Capital Region,"SAMPALOC, Manila",Barangay 424,1.9,PH133906030
National Capital Region,"SAMPALOC, Manila",Barangay 425,2.087,PH133906031
National Capital Region,"SAMPALOC, Manila",Barangay 426,1.786,PH133906032
National Capital Region,"SAMPALOC, Manila",Barangay 427,0.495,PH133906033
National Capital Region,"SAMPALOC, Manila",Barangay 428,1.304,PH133906034
National Capital Region,"SAMPALOC, Manila",Barangay 429,2.814,PH133906035
National Capital Region,"SAMPALOC, Manila",Barangay 430,0.508,PH133906036
National Capital Region,"SAMPALOC, Manila",Barangay 431,0.7,PH133906037
National Capital Region,"SAMPALOC, Manila",Barangay 432,3.436,PH133906038
National Capital Region,"SAMPALOC, Manila",Barangay 433,0.464,PH133906039
National Capital Region,"SAMPALOC, Manila",Barangay 434,1.173,PH133906040
National Capital Region,"SAMPALOC, Manila",Barangay 435,0.592,PH133906041
National Capital Region,"SAMPALOC, Manila",Barangay 436,0.964,PH133906042
National Capital Region,"SAMPALOC, Manila",Barangay 437,0.899,PH133906043
National Capital Region,"SAMPALOC, Manila",Barangay 438,0.712,PH133906044
National Capital Region,"SAMPALOC, Manila",Barangay 439,1.052,PH133906045
National Capital Region,"SAMPALOC, Manila",Barangay 440,1.004,PH133906046
National Capital Region,"SAMPALOC, Manila",Barangay 441,0.856,PH133906047
National Capital Region,"SAMPALOC, Manila",Barangay 442,0.67,PH133906048
National Capital Region,"SAMPALOC, Manila",Barangay 443,1.382,PH133906049
National Capital Region,"SAMPALOC, Manila",Barangay 444,0.941,PH133906050
National Capital Region,"SAMPALOC, Manila",Barangay 445,0.931,PH133906051
National Capital Region,"SAMPALOC, Manila",Barangay 446,1.002,PH133906052
National Capital Region,"SAMPALOC, Manila",Barangay 447,1.454,PH133906053
National Capital Region,"SAMPALOC, Manila",Barangay 448,1.375,PH133906054
National Capital Region,"SAMPALOC, Manila",Barangay 449,1.402,PH133906055
National Capital Region,"SAMPALOC, Manila",Barangay 450,1.835,PH133906056
National Capital Region,"SAMPALOC, Manila",Barangay 451,1.027,PH133906057
National Capital Region,"SAMPALOC, Manila",Barangay 452,1.039,PH133906058
National Capital Region,"SAMPALOC, Manila",Barangay 453,1.492,PH133906059
National Capital Region,"SAMPALOC, Manila",Barangay 454,1.153,PH133906060
National Capital Region,"SAMPALOC, Manila",Barangay 455,1.274,PH133906061
National Capital Region,"SAMPALOC, Manila",Barangay 456,1.53,PH133906062
National Capital Region,"SAMPALOC, Manila",Barangay 457,2.445,PH133906063
National Capital Region,"SAMPALOC, Manila",Barangay 458,1.462,PH133906064
National Capital Region,"SAMPALOC, Manila",Barangay 459,0.752,PH133906065
National Capital Region,"SAMPALOC, Manila",Barangay 460,0.789,PH133906066
National Capital Region,"SAMPALOC, Manila",Barangay 461,0.863,PH133906067
National Capital Region,"SAMPALOC, Manila",Barangay 462,1.528,PH133906068
National Capital Region,"SAMPALOC, Manila",Barangay 463,0.83,PH133906069
National Capital Region,"SAMPALOC, Manila",Barangay 464,2.954,PH133906070
National Capital Region,"SAMPALOC, Manila",Barangay 465,0.762,PH133906071
National Capital Region,"SAMPALOC, Manila",Barangay 466,1.237,PH133906072
National Capital Region,"SAMPALOC, Manila",Barangay 467,1.16,PH133906073
National Capital Region,"SAMPALOC, Manila",Barangay 468,1.3,PH133906074
National Capital Region,"SAMPALOC, Manila",Barangay 469,1.956,PH133906075
National Capital Region,"SAMPALOC, Manila",Barangay 470,2.26,PH133906076
National Capital Region,"SAMPALOC, Manila",Barangay 471,1.415,PH133906077
National Capital Region,"SAMPALOC, Manila",Barangay 472,1.122,PH133906078
National Capital Region,"SAMPALOC, Manila",Barangay 473,1.383,PH133906079
National Capital Region,"SAMPALOC, Manila",Barangay 474,1.655,PH133906080
National Capital Region,"SAMPALOC, Manila",Barangay 475,1.664,PH133906081
National Capital Region,"SAMPALOC, Manila",Barangay 476,1.268,PH133906082
National Capital Region,"SAMPALOC, Manila",Barangay 477,1.045,PH133906083
National Capital Region,"SAMPALOC, Manila",Barangay 478,1.129,PH133906084
National Capital Region,"SAMPALOC, Manila",Barangay 479,2.307,PH133906085
National Capital Region,"SAMPALOC, Manila",Barangay 480,0.81,PH133906086
National Capital Region,"SAMPALOC, Manila",Barangay 481,1.004,PH133906087
National Capital Region,"SAMPALOC, Manila",Barangay 482,0.701,PH133906088
National Capital Region,"SAMPALOC, Manila",Barangay 483,1.369,PH133906089
National Capital Region,"SAMPALOC, Manila",Barangay 484,1.777,PH133906090
National Capital Region,"SAMPALOC, Manila",Barangay 485,1.337,PH133906091
National Capital Region,"SAMPALOC, Manila",Barangay 486,0.969,PH133906092
National Capital Region,"SAMPALOC, Manila",Barangay 487,1.457,PH133906093
National Capital Region,"SAMPALOC, Manila",Barangay 488,0.783,PH133906094
National Capital Region,"SAMPALOC, Manila",Barangay 489,1.142,PH133906095
National Capital Region,"SAMPALOC, Manila",Barangay 490,0.471,PH133906096
National Capital Region,"SAMPALOC, Manila",Barangay 491,0.813,PH133906097
National Capital Region,"SAMPALOC, Manila",Barangay 492,1.107,PH133906098
National Capital Region,"SAMPALOC, Manila",Barangay 493,1.17,PH133906099
National Capital Region,"SAMPALOC, Manila",Barangay 494,2.318,PH133906100
National Capital Region,"SAMPALOC, Manila",Barangay 495,1.906,PH133906101
National Capital Region,"SAMPALOC, Manila",Barangay 496,1.177,PH133906102
National Capital Region,"SAMPALOC, Manila",Barangay 497,1.489,PH133906103
National Capital Region,"SAMPALOC, Manila",Barangay 498,1.033,PH133906104
National Capital Region,"SAMPALOC, Manila",Barangay 499,1.498,PH133906105
National Capital Region,"SAMPALOC, Manila",Barangay 500,2.562,PH133906106
National Capital Region,"SAMPALOC, Manila",Barangay 501,0.845,PH133906107
National Capital Region,"SAMPALOC, Manila",Barangay 502,0.815,PH133906108
National Capital Region,"SAMPALOC, Manila",Barangay 503,1.183,PH133906109
National Capital Region,"SAMPALOC, Manila",Barangay 504,1.312,PH133906110
National Capital Region,"SAMPALOC, Manila",Barangay 505,1.2,PH133906111
National Capital Region,"SAMPALOC, Manila",Barangay 506,0.668,PH133906112
National Capital Region,"SAMPALOC, Manila",Barangay 507,1.532,PH133906113
National Capital Region,"SAMPALOC, Manila",Barangay 508,1.006,PH133906114
National Capital Region,"SAMPALOC, Manila",Barangay 509,1.26,PH133906115
National Capital Region,"SAMPALOC, Manila",Barangay 510,1.134,PH133906116
National Capital Region,"SAMPALOC, Manila",Barangay 511,1.338,PH133906117
National Capital Region,"SAMPALOC, Manila",Barangay 512,2.473,PH133906118
National Capital Region,"SAMPALOC, Manila",Barangay 513,2.033,PH133906119
National Capital Region,"SAMPALOC, Manila",Barangay 514,2.283,PH133906120
National Capital Region,"SAMPALOC, Manila",Barangay 515,2.166,PH133906121
National Capital Region,"SAMPALOC, Manila",Barangay 516,1.087,PH133906122
National Capital Region,"SAMPALOC, Manila",Barangay 517,1.029,PH133906123
National Capital Region,"SAMPALOC, Manila",Barangay 518,1.908,PH133906124
National Capital Region,"SAMPALOC, Manila",Barangay 519,1.311,PH133906125
National Capital Region,"SAMPALOC, Manila",Barangay 520,0.631,PH133906126
National Capital Region,"SAMPALOC, Manila",Barangay 521,2.244,PH133906127
National Capital Region,"SAMPALOC, Manila",Barangay 522,1.091,PH133906128
National Capital Region,"SAMPALOC, Manila",Barangay 523,1.115,PH133906129
National Capital Region,"SAMPALOC, Manila",Barangay 524,0.865,PH133906130
National Capital Region,"SAMPALOC, Manila",Barangay 525,1.784,PH133906131
National Capital Region,"SAMPALOC, Manila",Barangay 526,0.79,PH133906132
National Capital Region,"SAMPALOC, Manila",Barangay 527,2.134,PH133906133
National Capital Region,"SAMPALOC, Manila",Barangay 528,1.433,PH133906134
National Capital Region,"SAMPALOC, Manila",Barangay 529,0.935,PH133906135
National Capital Region,"SAMPALOC, Manila",Barangay 530,0.483,PH133906136
National Capital Region,"SAMPALOC, Manila",Barangay 531,0.956,PH133906137
National Capital Region,"SAMPALOC, Manila",Barangay 532,0.987,PH133906138
National Capital Region,"SAMPALOC, Manila",Barangay 533,0.913,PH133906139
National Capital Region,"SAMPALOC, Manila",Barangay 534,1.096,PH133906140
National Capital Region,"SAMPALOC, Manila",Barangay 535,1.035,PH133906141
National Capital Region,"SAMPALOC, Manila",Barangay 536,0.944,PH133906142
National Capital Region,"SAMPALOC, Manila",Barangay 537,1.085,PH133906143
National Capital Region,"SAMPALOC, Manila",Barangay 538,0.821,PH133906144
National Capital Region,"SAMPALOC, Manila",Barangay 539,1.846,PH133906145
National Capital Region,"SAMPALOC, Manila",Barangay 540,1.951,PH133906146
National Capital Region,"SAMPALOC, Manila",Barangay 541,0.485,PH133906147
National Capital Region,"SAMPALOC, Manila",Barangay 542,0.802,PH133906148
National Capital Region,"SAMPALOC, Manila",Barangay 543,0.822,PH133906149
National Capital Region,"SAMPALOC, Manila",Barangay 544,0.164,PH133906150
National Capital Region,"SAMPALOC, Manila",Barangay 545,0.883,PH133906151
National Capital Region,"SAMPALOC, Manila",Barangay 546,0.892,PH133906152
National Capital Region,"SAMPALOC, Manila",Barangay 547,1.059,PH133906153
National Capital Region,"SAMPALOC, Manila",Barangay 548,0.749,PH133906154
National Capital Region,"SAMPALOC, Manila",Barangay 549,0.867,PH133906155
National Capital Region,"SAMPALOC, Manila",Barangay 550,0.992,PH133906156
National Capital Region,"SAMPALOC, Manila",Barangay 551,0.959,PH133906157
National Capital Region,"SAMPALOC, Manila",Barangay 552,0.937,PH133906158
National Capital Region,"SAMPALOC, Manila",Barangay 553,1.43,PH133906159
National Capital Region,"SAMPALOC, Manila",Barangay 554,1.551,PH133906160
National Capital Region,"SAMPALOC, Manila",Barangay 555,1.138,PH133906161
National Capital Region,"SAMPALOC, Manila",Barangay 556,0.822,PH133906162
National Capital Region,"SAMPALOC, Manila",Barangay 557,1.262,PH133906163
National Capital Region,"SAMPALOC, Manila",Barangay 558,1.26,PH133906164
National Capital Region,"SAMPALOC, Manila",Barangay 559,1.285,PH133906165
National Capital Region,"SAMPALOC, Manila",Barangay 560,1.103,PH133906166
National Capital Region,"SAMPALOC, Manila",Barangay 561,2.332,PH133906167
National Capital Region,"SAMPALOC, Manila",Barangay 562,2.583,PH133906168
National Capital Region,"SAMPALOC, Manila",Barangay 563,1.526,PH133906169
National Capital Region,"SAMPALOC, Manila",Barangay 564,1.43,PH133906170
National Capital Region,"SAMPALOC, Manila",Barangay 565,2.464,PH133906171
National Capital Region,"SAMPALOC, Manila",Barangay 566,2.16,PH133906172
National Capital Region,"SAMPALOC, Manila",Barangay 567,2.318,PH133906173
National Capital Region,"SAMPALOC, Manila",Barangay 568,1.847,PH133906174
National Capital Region,"SAMPALOC, Manila",Barangay 569,2.086,PH133906175
National Capital Region,"SAMPALOC, Manila",Barangay 570,2.002,PH133906176
National Capital Region,"SAMPALOC, Manila",Barangay 571,2.097,PH133906177
National Capital Region,"SAMPALOC, Manila",Barangay 572,1.856,PH133906178
National Capital Region,"SAMPALOC, Manila",Barangay 573,0.947,PH133906179
National Capital Region,"SAMPALOC, Manila",Barangay 574,1.479,PH133906180
National Capital Region,"SAMPALOC, Manila",Barangay 575,1.007,PH133906181
National Capital Region,"SAMPALOC, Manila",Barangay 576,3.603,PH133906182
National Capital Region,"SAMPALOC, Manila",Barangay 577,0.985,PH133906183
National Capital Region,"SAMPALOC, Manila",Barangay 578,1.1,PH133906184
National Capital Region,"SAMPALOC, Manila",Barangay 579,1.703,PH133906185
National Capital Region,"SAMPALOC, Manila",Barangay 580,2.008,PH133906186
National Capital Region,"SAMPALOC, Manila",Barangay 581,2.461,PH133906187
National Capital Region,"SAMPALOC, Manila",Barangay 582,1.563,PH133906188
National Capital Region,"SAMPALOC, Manila",Barangay 583,1.278,PH133906189
National Capital Region,"SAMPALOC, Manila",Barangay 584,3.411,PH133906190
National Capital Region,"SAMPALOC, Manila",Barangay 585,1.09,PH133906191
National Capital Region,"SAMPALOC, Manila",Barangay 586,5.105,PH133906192
National Capital Region,"SAMPALOC, Manila",Barangay 587,2.92,PH133906193
National Capital Region,"SAMPALOC, Manila",Barangay 587-A,1.277,PH133906194
National Capital Region,"SAMPALOC, Manila",Barangay 588,0.989,PH133906195
National Capital Region,"SAMPALOC, Manila",Barangay 589,0.66,PH133906196
National Capital Region,"SAMPALOC, Manila",Barangay 590,3.209,PH133906197
National Capital Region,"SAMPALOC, Manila",Barangay 591,2.498,PH133906198
National Capital Region,"SAMPALOC, Manila",Barangay 592,2.371,PH133906199
National Capital Region,"SAMPALOC, Manila",Barangay 593,1.775,PH133906200
National Capital Region,"SAMPALOC, Manila",Barangay 594,0.636,PH133906201
National Capital Region,"SAMPALOC, Manila",Barangay 595,4.198,PH133906202
National Capital Region,"SAMPALOC, Manila",Barangay 596,2.375,PH133906203
National Capital Region,"SAMPALOC, Manila",Barangay 597,1.672,PH133906204
National Capital Region,"SAMPALOC, Manila",Barangay 598,12.027,PH133906205
National Capital Region,"SAMPALOC, Manila",Barangay 599,4.272,PH133906206
National Capital Region,"SAMPALOC, Manila",Barangay 600,5.892,PH133906207
National Capital Region,"SAMPALOC, Manila",Barangay 601,7.759,PH133906208
National Capital Region,"SAMPALOC, Manila",Barangay 602,2.0,PH133906209
National Capital Region,"SAMPALOC, Manila",Barangay 603,0.712,PH133906210
National Capital Region,"SAMPALOC, Manila",Barangay 604,1.477,PH133906211
National Capital Region,"SAMPALOC, Manila",Barangay 605,1.751,PH133906212
National Capital Region,"SAMPALOC, Manila",Barangay 606,0.532,PH133906213
National Capital Region,"SAMPALOC, Manila",Barangay 607,1.782,PH133906214
National Capital Region,"SAMPALOC, Manila",Barangay 608,0.756,PH133906215
National Capital Region,"SAMPALOC, Manila",Barangay 609,1.046,PH133906216
National Capital Region,"SAMPALOC, Manila",Barangay 610,0.968,PH133906217
National Capital Region,"SAMPALOC, Manila",Barangay 611,0.808,PH133906218
National Capital Region,"SAMPALOC, Manila",Barangay 612,0.703,PH133906219
